region,time,air_freight_loaded,air_freight_unloaded,air_passengers_arrived,air_passengers_departed,area,tourist_arrivals,hospital_stay,broadband_access,death_rate_all,death_rate_hiv,death_rate_influenza,death_rate_tb,death_rate_viralhepatitis,disposable_income,gdp_per_inhabitant,medical_doctors,nurses_midwives,Available beds in hospitals (HP.1),curative_care_beds,longterm_care_beds,other_beds,psychiatric_care_beds,rehabilitative_care_beds,internet_contact_authorities,length_electrified_railway,length_motorways,length_other_roads,length_large_railway,length_railway,maritime_freight_loaded,maritime_freight_unloaded,maritime_passengers_disembarked,maritime_passengers_embarked,median_age,lower_education,tertiary_education,higher_education,population_density,population_numbers,risk_of_poverty_or_social_exclusion
Centro (IT),2003,106.0,92.0,15199.0,15305.0,58085.0,,,,,,,,,16800.0,27500.0,,,,,,,,,,,1121.0,31066.0,,,15005.0,41608.0,6943.0,6936.0,42.7,48.7,12.4,38.9,,10934021.0,
Emilia-Romagna,2003,15.0,7.0,2078.0,2073.0,22453.0,,8.4,,,,,,,19700.0,29300.0,16109.0,,18912.0,15841.0,1976.0,0.0,881.0,1095.0,,,568.0,10301.0,,,3027.0,21812.0,,,44.2,,,,180.5,4029942.0,
Friuli-Venezia Giulia,2003,0.0,0.0,302.0,303.0,7862.0,,8.0,,,,,,,17400.0,25800.0,4197.0,,5195.0,4913.0,0.0,0.0,79.0,282.0,,376.0,210.0,3324.0,298.0,466.0,4358.0,42491.0,153.0,167.0,44.4,48.8,10.5,40.7,157.7,1188528.0,
Isole,2003,8.0,15.0,6236.0,6226.0,49933.0,4010430.0,,,,,,,,11400.0,16300.0,,,,,,,,,,784.0,591.0,24107.0,165.0,1790.0,56759.0,77064.0,13843.0,13519.0,38.8,59.2,9.5,31.3,,6589808.0,
Italy,2003,400.0,360.0,47956.0,47971.0,302073.0,47718530.0,7.6,,,,,,,15600.0,24300.0,208093.0,,239566.0,210083.0,9387.0,0.0,7800.0,20096.0,,10959.0,6487.0,166356.0,6293.0,15913.0,136407.0,326334.0,39918.0,39912.0,41.1,53.6,10.7,35.7,,57130504.0,
Lazio,2003,96.0,87.0,13551.0,13646.0,17232.0,,8.9,,,,,,,16900.0,30300.0,23446.0,,27774.0,21988.0,1983.0,0.0,1307.0,3803.0,,981.0,470.0,9455.0,715.0,1092.0,2087.0,12595.0,1309.0,1314.0,41.2,45.3,13.5,41.2,304.8,5132827.0,
Liguria,2003,0.0,0.0,515.0,513.0,5416.0,2332738.0,8.2,,,,,,,18000.0,26500.0,6163.0,,5733.0,5306.0,0.0,0.0,186.0,427.0,,475.0,375.0,3689.0,319.0,491.0,17629.0,56245.0,1730.0,1724.0,47.6,51.2,11.7,37.1,294.1,1565791.0,
Lombardia,2003,250.0,221.0,14680.0,14599.0,23864.0,4832479.0,7.5,,,,,,,19000.0,32000.0,31698.0,,39317.0,33596.0,505.0,0.0,1013.0,5216.0,,1281.0,576.0,11287.0,622.0,1556.0,,,,,41.7,51.9,11.3,36.8,399.8,9073637.0,
Marche,2003,4.0,2.0,247.0,257.0,9401.0,,7.7,,,,,,,15500.0,23700.0,4912.0,,5622.0,5123.0,284.0,0.0,170.0,215.0,,,168.0,6558.0,,,2700.0,6704.0,606.0,617.0,43.0,,,,157.1,1463766.0,
Molise,2003,,,,,4461.0,178842.0,7.7,,,,,,,12400.0,18400.0,1085.0,,1615.0,1316.0,43.0,0.0,34.0,256.0,,78.0,36.0,2797.0,23.0,282.0,,,135.0,135.0,41.6,52.2,11.0,36.8,73.2,320218.0,
Nord-Est,2003,28.0,22.0,6549.0,6542.0,62327.0,,,,,,,,,18100.0,28300.0,,,,,,,,,,,1440.0,28242.0,,,11177.0,90907.0,703.0,725.0,42.5,52.3,10.5,37.2,,10728677.0,
Nord-Ovest,2003,253.0,225.0,16608.0,16510.0,57928.0,9443874.0,,,,,,,,18500.0,29900.0,,,,,,,,,,2981.0,1868.0,37422.0,1583.0,3955.0,17629.0,56245.0,1730.0,1724.0,42.9,52.5,10.8,36.6,,14979197.0,
Piemonte,2003,3.0,5.0,1409.0,1395.0,25387.0,1667642.0,9.8,,,,,,,17800.0,26500.0,13771.0,,18475.0,14551.0,1303.0,0.0,1071.0,2621.0,,1224.0,807.0,21800.0,641.0,1826.0,,,,,44.2,54.4,9.6,36.0,170.4,4219397.0,
Provincia Autonoma di Bolzano/Bozen,2003,0.0,0.0,21.0,21.0,7398.0,,7.5,,,,,,,19000.0,32100.0,1378.0,,2372.0,2147.0,94.0,0.0,78.0,131.0,,223.0,187.0,5021.0,127.0,223.0,,,,,38.3,57.7,8.8,33.5,63.6,466685.0,
Provincia Autonoma di Trento,2003,,,,,6207.0,,9.8,,,,,,,18400.0,30900.0,1530.0,,1811.0,1572.0,48.0,0.0,48.0,191.0,,73.0,,,72.0,139.0,,,,,40.9,47.6,10.1,42.3,78.9,481341.0,
Puglia,2003,3.0,3.0,1074.0,1079.0,19541.0,1973643.0,6.3,,,,,,,11500.0,15700.0,13034.0,,15991.0,14972.0,271.0,0.0,192.0,748.0,,532.0,313.0,11274.0,297.0,841.0,16162.0,34219.0,1049.0,1067.0,38.1,60.4,9.1,30.5,209.6,4020032.0,
Sardegna,2003,2.0,4.0,1917.0,1907.0,24100.0,1378458.0,6.9,,,,,,,12300.0,17600.0,6933.0,,7269.0,7078.0,141.0,0.0,118.0,50.0,,0.0,,8470.0,16.0,428.0,19610.0,28492.0,5782.0,5768.0,39.8,59.0,9.3,31.7,68.3,1630280.0,
Sicilia,2003,6.0,11.0,4319.0,4320.0,25833.0,2631972.0,5.9,,,,,,,11100.0,15900.0,18970.0,,18686.0,17816.0,267.0,0.0,644.0,603.0,,784.0,591.0,15637.0,148.0,1362.0,37149.0,48572.0,8061.0,7751.0,38.4,59.4,9.5,31.1,195.3,4959528.0,
Sud,2003,5.0,6.0,3364.0,3387.0,73800.0,7760318.0,,,,,,,,11700.0,16300.0,,,,,,,,,,2357.0,1467.0,45519.0,1212.0,3851.0,35837.0,60510.0,16699.0,17008.0,37.9,57.4,9.7,32.9,,13898803.0,
Toscana,2003,6.0,3.0,1401.0,1401.0,22988.0,,7.9,,,,,,,17400.0,25800.0,14006.0,,13751.0,12793.0,281.0,0.0,534.0,677.0,,882.0,424.0,10826.0,725.0,1443.0,10217.0,22309.0,5027.0,5006.0,44.6,53.0,11.4,35.6,155.3,3507126.0,
Umbria,2003,,,,,8464.0,,6.7,,,,,,,16200.0,23500.0,3406.0,,2791.0,2648.0,0.0,0.0,30.0,143.0,,353.0,59.0,4227.0,181.0,368.0,,,,,44.2,47.1,12.1,40.8,101.2,830302.0,
Valle d'Aosta/Vallée d'Aoste,2003,0.0,0.0,3.0,4.0,3261.0,611015.0,8.9,,,,,,,18200.0,31700.0,412.0,,425.0,425.0,0.0,0.0,15.0,0.0,,0.0,110.0,646.0,0.0,81.0,,,,,42.2,55.1,7.8,37.1,37.3,120372.0,
Veneto,2003,13.0,15.0,4148.0,4145.0,18407.0,,8.7,,,,,,,16700.0,27500.0,14314.0,,19284.0,16584.0,1242.0,0.0,738.0,1458.0,,751.0,475.0,9596.0,549.0,1155.0,3792.0,26605.0,549.0,558.0,41.3,55.4,9.1,35.5,261.3,4562181.0,
Abruzzo,2004,1.0,1.0,122.0,125.0,10833.0,1250290.0,6.6,,,,,,,14000.0,20500.0,4943.0,,4545.0,4024.0,48.0,0.0,100.0,473.0,,345.0,352.0,7087.0,96.0,538.0,58.0,1322.0,,,41.9,46.3,14.3,39.4,120.1,1273992.0,21.4
Basilicata,2004,,,,,10073.0,422503.0,7.0,,,,,,,11700.0,17600.0,1796.0,,1907.0,1821.0,30.0,0.0,33.0,56.0,,203.0,29.0,4826.0,24.0,348.0,,,,,39.9,53.0,9.5,37.5,61.1,594139.0,35.2
Calabria,2004,0.0,0.0,161.0,154.0,15222.0,1173140.0,6.8,,,,,,,11100.0,15300.0,6811.0,,8514.0,7646.0,412.0,0.0,189.0,456.0,,454.0,295.0,9840.0,259.0,850.0,14689.0,15753.0,4894.0,5098.0,38.8,53.4,11.7,34.9,135.2,1998792.0,46.7
Campania,2004,2.0,3.0,2278.0,2330.0,13670.0,2795356.0,6.3,,,,,,,11700.0,16600.0,19997.0,,17822.0,16028.0,514.0,0.0,373.0,1280.0,,750.0,442.0,9695.0,512.0,992.0,5494.0,10560.0,10825.0,10749.0,36.8,57.5,10.5,32.0,428.0,5720521.0,45.5
Centro (IT),2004,86.0,91.0,16744.0,16921.0,58085.0,12343203.0,,,,,,,,17400.0,28600.0,,,,,,,,,,2504.0,1121.0,31066.0,1811.0,3284.0,14160.0,40818.0,7095.0,7029.0,42.8,45.2,14.1,40.8,,11021050.0,20.1
Emilia-Romagna,2004,12.0,6.0,2042.0,2039.0,22453.0,5897987.0,8.4,,,,,,,20000.0,30200.0,16512.0,,18083.0,14802.0,2138.0,0.0,674.0,1143.0,,956.0,568.0,10301.0,474.0,1044.0,2869.0,22538.0,,,44.1,,,,182.4,4072274.0,12.9
Friuli-Venezia Giulia,2004,0.0,0.0,320.0,318.0,7862.0,1010046.0,7.9,,,,,,,17900.0,26600.0,4302.0,,4656.0,4417.0,0.0,0.0,63.0,239.0,,376.0,210.0,3324.0,298.0,465.0,4332.0,42857.0,155.0,165.0,44.5,48.4,11.3,40.3,158.4,1194393.0,14.9
Isole,2004,7.0,13.0,6974.0,7030.0,49933.0,4121480.0,,,,,,,,11700.0,16800.0,,,,,,,,,,784.0,632.0,26564.0,166.0,1789.0,59495.0,77333.0,14055.0,13893.0,39.2,59.4,9.8,30.8,,6597053.0,44.4
Italy,2004,392.0,386.0,51677.0,51841.0,302073.0,49240828.0,7.6,,,,,,,16100.0,25100.0,213302.0,,231915.0,201385.0,9738.0,0.0,7604.0,20792.0,,11038.0,6532.0,168820.0,6357.0,15864.0,141545.0,330484.0,39691.0,39574.0,41.3,51.3,11.6,37.0,,57495900.0,26.2
Lazio,2004,75.0,86.0,14760.0,14917.0,17232.0,4226543.0,8.9,,,,,,,17600.0,32000.0,24033.0,,27200.0,21532.0,1914.0,0.0,1133.0,3754.0,,980.0,470.0,9455.0,715.0,1091.0,2161.0,11801.0,1368.0,1335.0,41.4,40.7,15.6,43.7,307.3,5168729.0,24.7
Liguria,2004,,,,,5416.0,2367203.0,8.3,,,,,,,18500.0,27400.0,6318.0,,5777.0,5368.0,0.0,0.0,204.0,409.0,,479.0,375.0,3689.0,318.0,495.0,17518.0,55682.0,1338.0,1331.0,47.5,43.3,14.5,42.2,295.0,1569018.0,19.4
Lombardia,2004,266.0,250.0,15545.0,15442.0,23864.0,5139487.0,7.4,,,,,,,19700.0,32800.0,32492.0,,38776.0,32926.0,530.0,0.0,1213.0,5320.0,,1290.0,576.0,11287.0,637.0,1580.0,,,,,41.9,48.8,11.9,39.3,404.3,9157211.0,15.4
Marche,2004,4.0,2.0,245.0,251.0,9401.0,1754940.0,7.6,,,,,,,15800.0,24500.0,5035.0,,6093.0,5456.0,390.0,0.0,192.0,247.0,,240.0,168.0,6558.0,191.0,386.0,2504.0,6725.0,661.0,694.0,43.1,,,,158.6,1479929.0,18.4
Molise,2004,,,,,4461.0,183708.0,7.7,,,,,,,12500.0,19100.0,1112.0,,1607.0,1442.0,15.0,0.0,33.0,150.0,,78.0,36.0,2797.0,23.0,282.0,,,123.0,123.0,42.0,50.7,12.7,36.6,73.1,320155.0,27.7
Nord-Est,2004,27.0,23.0,7030.0,7031.0,62327.0,15213679.0,,,,,,,,18600.0,29300.0,,,,,,,,,,2380.0,1440.0,28242.0,1522.0,3027.0,11267.0,92726.0,392.0,403.0,42.6,50.1,11.4,38.5,,10843188.0,14.6
Nord-Ovest,2004,268.0,252.0,17117.0,16988.0,57928.0,9740360.0,,,,,,,,19200.0,30700.0,,,,,,,,,,2944.0,1872.0,37429.0,1597.0,3933.0,17518.0,55682.0,1338.0,1331.0,43.0,49.0,11.7,39.2,,15102227.0,16.7
Piemonte,2004,2.0,2.0,1570.0,1543.0,25387.0,1673485.0,9.8,,,,,,,18600.0,27400.0,14116.0,,17956.0,13964.0,1166.0,0.0,1063.0,2826.0,,1175.0,807.0,21800.0,642.0,1777.0,,,,,44.2,51.5,10.3,38.1,171.5,4254443.0,18.5
Provincia Autonoma di Bolzano/Bozen,2004,0.0,0.0,25.0,25.0,7398.0,1765157.0,7.7,,,,,,,20100.0,33800.0,1413.0,,2261.0,1992.0,125.0,0.0,81.0,144.0,,295.0,187.0,5021.0,199.0,362.0,,,,,38.7,55.0,9.8,35.2,64.1,470116.0,15.2
Provincia Autonoma di Trento,2004,,,,,6207.0,1725558.0,10.0,,,,,,,18700.0,31500.0,1569.0,,1771.0,1533.0,44.0,0.0,48.0,194.0,,,,,,,,,,,41.1,43.2,10.4,46.4,79.9,487390.0,11.4
Puglia,2004,2.0,3.0,1250.0,1263.0,19541.0,1997110.0,6.5,,,,,,,11800.0,16200.0,13360.0,,14869.0,13212.0,615.0,0.0,247.0,1042.0,,596.0,313.0,11274.0,347.0,821.0,18863.0,36290.0,969.0,948.0,38.5,60.1,9.2,30.8,209.9,4024783.0,42.4
Sardegna,2004,2.0,5.0,2377.0,2391.0,24100.0,1372391.0,6.8,,,,,,,12500.0,18400.0,7107.0,,7145.0,6942.0,154.0,0.0,120.0,49.0,,0.0,,8470.0,16.0,427.0,21407.0,30851.0,5947.0,5939.0,40.4,60.7,9.8,29.5,68.3,1631420.0,27.6
Sicilia,2004,5.0,8.0,4597.0,4638.0,25833.0,2749089.0,6.0,,,,,,,11400.0,16300.0,19445.0,,17518.0,16594.0,278.0,0.0,572.0,646.0,,784.0,632.0,18094.0,150.0,1362.0,38088.0,46481.0,8108.0,7954.0,38.8,59.0,9.8,31.2,195.5,4965633.0,49.9
Sud,2004,5.0,6.0,3812.0,3871.0,73800.0,7822107.0,,,,,,,,11900.0,16800.0,,,,,,,,,,2426.0,1467.0,45519.0,1261.0,3831.0,39104.0,63925.0,16811.0,16918.0,38.3,56.3,10.6,33.1,,13932382.0,41.7
Toscana,2004,7.0,3.0,1738.0,1753.0,22988.0,4900293.0,7.9,,,,,,,17800.0,26600.0,14356.0,,13687.0,12628.0,281.0,0.0,453.0,778.0,,932.0,424.0,10826.0,725.0,1440.0,9494.0,22292.0,5066.0,5000.0,44.6,51.1,12.4,36.5,156.5,3531825.0,14.5
Umbria,2004,,,,,8464.0,1461427.0,6.8,,,,,,,16900.0,24200.0,3491.0,,2815.0,2747.0,0.0,0.0,30.0,68.0,,352.0,59.0,4227.0,180.0,367.0,,,,,44.2,43.0,13.8,43.2,102.3,840567.0,18.4
Valle d'Aosta/Vallée d'Aoste,2004,0.0,0.0,3.0,3.0,3261.0,560185.0,8.6,,,,,,,18500.0,32400.0,422.0,,421.0,421.0,0.0,0.0,15.0,0.0,,,114.0,653.0,0.0,81.0,,,,,42.4,54.5,10.1,35.4,37.7,121555.0,14.7
Veneto,2004,15.0,17.0,4643.0,4649.0,18407.0,4814931.0,8.8,,,,,,,17300.0,28500.0,14672.0,,18492.0,15890.0,1084.0,0.0,768.0,1518.0,,753.0,475.0,9596.0,551.0,1156.0,4067.0,27332.0,237.0,238.0,41.5,52.8,10.2,37.0,264.3,4619015.0,16.4
Abruzzo,2005,1.0,1.0,166.0,170.0,10833.0,1293393.0,6.6,,,,,,,14400.0,21400.0,4999.0,,5474.0,4939.0,70.0,0.0,97.0,465.0,,318.0,352.0,7099.0,123.0,511.0,63.0,1286.0,,,42.2,44.0,14.7,41.3,120.5,1280044.0,22.6
Basilicata,2005,,,,,10073.0,409012.0,7.0,,,,,,,11900.0,17900.0,1817.0,,1869.0,1778.0,30.0,0.0,33.0,61.0,,218.0,29.0,5892.0,24.0,362.0,,,,,40.4,50.8,10.7,38.6,60.8,592650.0,38.8
Calabria,2005,1.0,1.0,575.0,580.0,15222.0,1240051.0,7.0,,,,,,,11400.0,15900.0,6889.0,,7775.0,6799.0,464.0,0.0,135.0,512.0,,463.0,295.0,9459.0,259.0,849.0,15121.0,15644.0,4736.0,4909.0,39.4,52.4,11.9,35.6,134.5,1989501.0,48.7
Campania,2005,2.0,2.0,2250.0,2302.0,13670.0,2724802.0,6.3,,,,,,,12000.0,17000.0,20226.0,,18666.0,16983.0,466.0,0.0,381.0,1217.0,,825.0,442.0,9166.0,588.0,1066.0,5353.0,10468.0,9195.0,9138.0,37.3,57.0,11.0,32.0,428.8,5743008.0,43.1
Centro (IT),2005,84.0,86.0,18025.0,18321.0,58085.0,12289844.0,,,,,,,,17600.0,29200.0,,,,,,,,,,2626.0,1121.0,33694.0,1969.0,3406.0,16907.0,42505.0,6518.0,6521.0,43.0,43.7,15.1,41.2,,11114220.0,18.9
Emilia-Romagna,2005,8.0,4.0,2268.0,2259.0,22453.0,6113484.0,8.4,,,,,,,20300.0,30700.0,16701.0,,18559.0,14877.0,2297.0,0.0,800.0,1385.0,,972.0,568.0,12723.0,485.0,1060.0,3037.0,21216.0,,,44.2,46.3,13.4,40.3,184.1,4117455.0,14.6
Friuli-Venezia Giulia,2005,0.0,0.0,304.0,298.0,7862.0,1043382.0,7.8,,,,,,,18200.0,27700.0,4351.0,,4435.0,4197.0,0.0,0.0,55.0,238.0,,375.0,210.0,3386.0,298.0,465.0,4730.0,43999.0,,,44.7,46.9,12.0,41.1,158.9,1199218.0,16.8
Isole,2005,7.0,14.0,7140.0,7193.0,49933.0,4087105.0,,,,,,,,12000.0,17500.0,,,,,,,,,,802.0,632.0,24704.0,184.0,1807.0,64288.0,82839.0,14198.0,14005.0,39.7,58.5,10.1,31.5,,6601313.0,45.9
Italy,2005,410.0,409.0,55456.0,55898.0,302073.0,50213324.0,7.6,,,,,,,16400.0,25700.0,215739.0,,234375.0,201667.0,10047.0,0.0,7761.0,22661.0,,11349.0,6542.0,168888.0,6762.0,16165.0,156171.0,340198.0,37276.0,37198.0,41.6,49.9,12.3,37.8,,57874750.0,25.6
Lazio,2005,74.0,80.0,15854.0,16142.0,17232.0,3931076.0,8.9,,,,,,,17900.0,32600.0,24308.0,,27124.0,21286.0,1700.0,0.0,1260.0,4138.0,,1105.0,470.0,8578.0,848.0,1217.0,2884.0,12428.0,1272.0,1306.0,41.7,39.0,16.5,44.5,309.6,5217359.0,22.1
Liguria,2005,1.0,1.0,492.0,498.0,5416.0,2338840.0,8.2,,,,,,,18900.0,28100.0,6390.0,,7140.0,6551.0,0.0,0.0,223.0,589.0,,486.0,375.0,4379.0,325.0,501.0,18117.0,52565.0,1265.0,1274.0,47.5,41.7,14.5,43.8,295.4,1575191.0,21.7
Lombardia,2005,287.0,278.0,16618.0,16645.0,23864.0,5250560.0,7.4,,,,,,,20100.0,33300.0,32863.0,,38976.0,32672.0,459.0,0.0,1092.0,5845.0,,1293.0,576.0,14145.0,653.0,1569.0,,,,,42.0,46.9,12.6,40.5,408.3,9276620.0,13.6
Marche,2005,3.0,2.0,228.0,233.0,9401.0,1740931.0,7.7,,,,,,,16300.0,25000.0,5092.0,,6078.0,5316.0,473.0,0.0,199.0,289.0,,240.0,168.0,6360.0,191.0,385.0,2785.0,6438.0,718.0,754.0,43.3,46.4,14.3,39.3,159.6,1491214.0,17.9
Molise,2005,,,,,4461.0,182822.0,8.0,,,,,,,13000.0,19600.0,1125.0,,1678.0,1441.0,19.0,0.0,33.0,218.0,,66.0,36.0,3036.0,23.0,270.0,,,,,42.3,49.6,13.3,37.1,72.9,319483.0,28.7
Nord-Est,2005,24.0,21.0,7412.0,7406.0,62327.0,15774373.0,,,,,,,,18900.0,29900.0,,,,,,,,,,2391.0,1440.0,31241.0,1530.0,3040.0,12485.0,93669.0,299.0,311.0,42.8,48.3,12.1,39.6,,10954553.0,14.9
Nord-Ovest,2005,290.0,281.0,18678.0,18714.0,57928.0,10095182.0,,,,,,,,19700.0,31300.0,,,,,,,,,,3044.0,1882.0,35276.0,1704.0,4032.0,18117.0,52565.0,1265.0,1274.0,43.2,47.1,12.3,40.6,,15246856.0,15.2
Piemonte,2005,2.0,2.0,1564.0,1567.0,25387.0,1926029.0,10.0,,,,,,,19000.0,28000.0,14277.0,,17627.0,13804.0,1135.0,0.0,1029.0,2688.0,,1265.0,817.0,16099.0,726.0,1881.0,,,,,44.4,49.2,11.2,39.7,172.0,4272118.0,16.3
Provincia Autonoma di Bolzano/Bozen,2005,0.0,0.0,31.0,32.0,7398.0,1877696.0,7.7,,,,,,,20100.0,34100.0,1429.0,,2159.0,1866.0,144.0,0.0,62.0,149.0,,294.0,187.0,4459.0,199.0,362.0,,,,,39.1,52.8,10.3,36.9,64.7,474568.0,13.1
Provincia Autonoma di Trento,2005,,,,,6207.0,1823660.0,10.1,,,,,,,18700.0,31900.0,1587.0,,2297.0,1702.0,237.0,0.0,48.0,358.0,,,,,,,,,,,41.3,42.2,12.1,45.7,80.8,493907.0,10.4
Puglia,2005,2.0,3.0,1211.0,1212.0,19541.0,2116740.0,6.7,,,,,,,12000.0,16500.0,13513.0,,15351.0,13508.0,709.0,0.0,264.0,1134.0,,596.0,313.0,9321.0,358.0,822.0,22110.0,40684.0,893.0,862.0,39.0,59.9,9.4,30.7,210.2,4033125.0,42.1
Sardegna,2005,2.0,5.0,2473.0,2488.0,24100.0,1324202.0,6.8,,,,,,,12700.0,18800.0,7188.0,,7133.0,6915.0,154.0,0.0,119.0,64.0,,0.0,,8238.0,16.0,427.0,20593.0,29713.0,5850.0,5765.0,40.9,59.7,9.4,30.9,68.4,1632690.0,32.4
Sicilia,2005,5.0,9.0,4667.0,4706.0,25833.0,2762903.0,6.1,,,,,,,11800.0,17000.0,19667.0,,17174.0,16180.0,253.0,0.0,602.0,741.0,,802.0,632.0,16466.0,168.0,1380.0,43696.0,53126.0,8348.0,8240.0,39.2,58.0,10.3,31.7,195.6,4968623.0,50.3
Sud,2005,5.0,7.0,4202.0,4263.0,73800.0,7966820.0,,,,,,,,12100.0,17200.0,,,,,,,,,,2486.0,1467.0,43973.0,1375.0,3880.0,42647.0,68081.0,14824.0,14908.0,38.8,55.6,11.0,33.4,,13957811.0,41.2
Toscana,2005,7.0,5.0,1944.0,1946.0,22988.0,5162873.0,7.9,,,,,,,17900.0,27000.0,14520.0,,13694.0,12509.0,350.0,0.0,514.0,835.0,,928.0,424.0,13676.0,749.0,1436.0,11238.0,23638.0,4527.0,4461.0,44.7,50.1,13.5,36.4,157.3,3557577.0,14.8
Umbria,2005,,,,,8464.0,1454964.0,6.7,,,,,,,17100.0,24500.0,3531.0,,2666.0,2539.0,11.0,0.0,38.0,116.0,,353.0,59.0,5080.0,181.0,368.0,,,,,44.4,41.6,14.0,44.3,103.1,848070.0,18.1
Valle d'Aosta/Vallée d'Aoste,2005,0.0,0.0,4.0,4.0,3261.0,579753.0,8.4,,,,,,,18600.0,33200.0,427.0,,416.0,416.0,0.0,0.0,15.0,0.0,,,114.0,653.0,0.0,81.0,,,,,42.6,53.4,10.3,36.3,38.1,122927.0,12.6
Veneto,2005,16.0,17.0,4809.0,4817.0,18407.0,4916151.0,8.8,,,,,,,17600.0,29100.0,14840.0,,18084.0,15389.0,1076.0,0.0,762.0,1619.0,,750.0,475.0,10673.0,548.0,1153.0,4718.0,28454.0,299.0,311.0,41.7,50.6,11.2,38.3,266.7,4669405.0,15.3
Abruzzo,2006,1.0,1.0,166.0,166.0,10833.0,1392318.0,6.4,15.0,,,,,,14900.0,22300.0,5017.0,,5716.0,4977.0,75.0,0.0,129.0,664.0,,318.0,352.0,7098.0,123.0,512.0,86.0,1432.0,,,42.6,42.8,14.6,42.6,120.8,1283830.0,22.5
Basilicata,2006,,,,,10073.0,396240.0,7.2,14.0,,,,,,12400.0,19000.0,1823.0,,2016.0,1883.0,47.0,0.0,40.0,86.0,,217.0,29.0,5892.0,24.0,362.0,,,,,41.0,49.7,11.4,38.8,60.5,589480.0,36.2
Calabria,2006,1.0,1.0,667.0,673.0,15222.0,1244549.0,7.1,10.0,,,,,,11900.0,16400.0,6914.0,,7772.0,6772.0,485.0,0.0,136.0,515.0,,468.0,295.0,9459.0,279.0,854.0,14607.0,15171.0,5214.0,5455.0,39.8,51.8,12.3,35.9,133.7,1978390.0,41.8
Campania,2006,2.0,3.0,2478.0,2540.0,13670.0,2656816.0,6.2,12.0,,,,,,12300.0,17700.0,20299.0,,18852.0,16891.0,547.0,0.0,375.0,1414.0,,825.0,442.0,10130.0,588.0,1067.0,5733.0,10810.0,10897.0,10874.0,37.7,56.4,11.2,32.4,428.6,5741383.0,44.5
Centro (IT),2006,91.0,88.0,19279.0,19517.0,58085.0,12812631.0,,18.0,,,,,,18000.0,30200.0,,,,,,,,,,2636.0,1121.0,33694.0,1994.0,3415.0,16882.0,44543.0,7876.0,7930.0,43.3,42.7,15.9,41.4,,11169260.0,19.1
Emilia-Romagna,2006,12.0,7.0,2503.0,2511.0,22453.0,6336000.0,8.5,,,,,,,21100.0,32200.0,16761.0,,18096.0,14384.0,2275.0,0.0,771.0,1437.0,,988.0,568.0,13017.0,509.0,1076.0,3241.0,24398.0,,,44.3,44.7,14.2,41.1,185.4,4146766.0,13.2
Friuli-Venezia Giulia,2006,0.0,0.0,330.0,335.0,7862.0,1073910.0,7.9,21.0,,,,,,18800.0,28900.0,4367.0,,4367.0,4125.0,20.0,0.0,51.0,222.0,,377.0,210.0,3386.0,298.0,466.0,5571.0,44830.0,,,44.9,43.8,13.3,42.9,159.3,1201522.0,18.8
Isole,2006,7.0,13.0,7572.0,7607.0,49933.0,4166756.0,,13.0,,,,,,12300.0,18100.0,,,,,,,,,,799.0,634.0,24704.0,183.0,1822.0,61322.0,79317.0,14805.0,14589.0,40.1,57.2,10.8,32.0,,6603181.0,43.8
Italy,2006,445.0,431.0,60208.0,60516.0,302073.0,51850572.0,7.7,16.0,,,,,,17000.0,26600.0,216519.0,,232168.0,198229.0,10300.0,0.0,7675.0,23639.0,,11442.0,6554.0,169745.0,6886.0,16237.0,157340.0,348648.0,41713.0,41774.0,42.0,48.7,12.9,38.4,,58064216.0,25.9
Lazio,2006,81.0,81.0,16790.0,17014.0,17232.0,4051910.0,8.9,20.0,,,,,,18200.0,33500.0,24396.0,,27308.0,21663.0,1689.0,0.0,1227.0,3956.0,,1113.0,470.0,8578.0,858.0,1225.0,2999.0,12321.0,1778.0,1618.0,42.0,38.8,16.9,44.3,311.4,5246505.0,22.5
Liguria,2006,1.0,1.0,541.0,528.0,5416.0,2396439.0,8.3,18.0,,,,,,19500.0,29000.0,6413.0,,6524.0,5825.0,8.0,0.0,223.0,691.0,,490.0,375.0,4914.0,326.0,506.0,18719.0,56268.0,1292.0,1299.0,47.7,41.7,14.6,43.7,295.2,1574148.0,20.9
Lombardia,2006,307.0,295.0,18387.0,18332.0,23864.0,5441812.0,7.5,19.0,,,,,,20800.0,34100.0,32982.0,,39072.0,32110.0,723.0,0.0,1061.0,6239.0,,1296.0,576.0,13979.0,655.0,1572.0,,,,,42.3,45.9,13.1,41.0,410.9,9341231.0,15.9
Marche,2006,3.0,2.0,232.0,238.0,9401.0,1794837.0,7.7,,,,,,,16800.0,26300.0,5111.0,,5708.0,4917.0,485.0,0.0,157.0,306.0,,240.0,168.0,6360.0,191.0,385.0,2743.0,6405.0,746.0,807.0,43.5,45.4,15.3,39.3,160.4,1499237.0,18.9
Molise,2006,,,,,4461.0,184637.0,7.9,10.0,,,,,,13800.0,20900.0,1129.0,,1656.0,1381.0,25.0,0.0,33.0,250.0,,66.0,36.0,3036.0,23.0,270.0,,,103.0,103.0,42.8,48.6,13.4,38.1,72.7,318297.0,30.8
Nord-Est,2006,32.0,25.0,8124.0,8153.0,62327.0,16514991.0,,18.0,,,,,,19500.0,31000.0,,,,,,,,,,2438.0,1450.0,31043.0,1584.0,3085.0,14420.0,98546.0,331.0,341.0,43.0,46.8,12.7,40.5,,11028130.0,14.8
