date,ABR_activeInfectives,ABR_deaths,ABR_deathsTotal,ABR_infectives,ABR_infectivesTotal,ABR_recovered,ABR_recoveredTotal,ABR_removed,ABR_removedTotal,ABR_tested,ABR_testedTotal,BAS_activeInfectives,BAS_deaths,BAS_deathsTotal,BAS_infectives,BAS_infectivesTotal,BAS_recovered,BAS_recoveredTotal,BAS_removed,BAS_removedTotal,BAS_tested,BAS_testedTotal,BZ_activeInfectives,BZ_deaths,BZ_deathsTotal,BZ_infectives,BZ_infectivesTotal,BZ_recovered,BZ_recoveredTotal,BZ_removed,BZ_removedTotal,BZ_tested,BZ_testedTotal,CAL_activeInfectives,CAL_deaths,CAL_deathsTotal,CAL_infectives,CAL_infectivesTotal,CAL_recovered,CAL_recoveredTotal,CAL_removed,CAL_removedTotal,CAL_tested,CAL_testedTotal,EMR_activeInfectives,EMR_deaths,EMR_deathsTotal,EMR_infectives,EMR_infectivesTotal,EMR_recovered,EMR_recoveredTotal,EMR_removed,EMR_removedTotal,EMR_tested,EMR_testedTotal,FVG_activeInfectives,FVG_deaths,FVG_deathsTotal,FVG_infectives,FVG_infectivesTotal,FVG_recovered,FVG_recoveredTotal,FVG_removed,FVG_removedTotal,FVG_tested,FVG_testedTotal,LAZ_activeInfectives,LAZ_deaths,LAZ_deathsTotal,LAZ_infectives,LAZ_infectivesTotal,LAZ_recovered,LAZ_recoveredTotal,LAZ_removed,LAZ_removedTotal,LAZ_tested,LAZ_testedTotal,LIG_activeInfectives,LIG_deaths,LIG_deathsTotal,LIG_infectives,LIG_infectivesTotal,LIG_recovered,LIG_recoveredTotal,LIG_removed,LIG_removedTotal,LIG_tested,LIG_testedTotal,LOM_activeInfectives,LOM_deaths,LOM_deathsTotal,LOM_infectives,LOM_infectivesTotal,LOM_recovered,LOM_recoveredTotal,LOM_removed,LOM_removedTotal,LOM_tested,LOM_testedTotal,MAR_activeInfectives,MAR_deaths,MAR_deathsTotal,MAR_infectives,MAR_infectivesTotal,MAR_recovered,MAR_recoveredTotal,MAR_removed,MAR_removedTotal,MAR_tested,MAR_testedTotal,MOL_activeInfectives,MOL_deaths,MOL_deathsTotal,MOL_infectives,MOL_infectivesTotal,MOL_recovered,MOL_recoveredTotal,MOL_removed,MOL_removedTotal,MOL_tested,MOL_testedTotal,PIE_activeInfectives,PIE_deaths,PIE_deathsTotal,PIE_infectives,PIE_infectivesTotal,PIE_recovered,PIE_recoveredTotal,PIE_removed,PIE_removedTotal,PIE_tested,PIE_testedTotal,PUG_activeInfectives,PUG_deaths,PUG_deathsTotal,PUG_infectives,PUG_infectivesTotal,PUG_recovered,PUG_recoveredTotal,PUG_removed,PUG_removedTotal,PUG_tested,PUG_testedTotal,SAR_activeInfectives,SAR_deaths,SAR_deathsTotal,SAR_infectives,SAR_infectivesTotal,SAR_recovered,SAR_recoveredTotal,SAR_removed,SAR_removedTotal,SAR_tested,SAR_testedTotal,TOS_activeInfectives,TOS_deaths,TOS_deathsTotal,TOS_infectives,TOS_infectivesTotal,TOS_recovered,TOS_recoveredTotal,TOS_removed,TOS_removedTotal,TOS_tested,TOS_testedTotal,UMB_activeInfectives,UMB_deaths,UMB_deathsTotal,UMB_infectives,UMB_infectivesTotal,UMB_recovered,UMB_recoveredTotal,UMB_removed,UMB_removedTotal,UMB_tested,UMB_testedTotal,VDA_activeInfectives,VDA_deaths,VDA_deathsTotal,VDA_infectives,VDA_infectivesTotal,VDA_recovered,VDA_recoveredTotal,VDA_removed,VDA_removedTotal,VDA_tested,VDA_testedTotal,VEN_activeInfectives,VEN_deaths,VEN_deathsTotal,VEN_infectives,VEN_infectivesTotal,VEN_recovered,VEN_recoveredTotal,VEN_removed,VEN_removedTotal,VEN_tested,VEN_testedTotal
2020-06-11,551,0,453,1,3267,12,2275,12,2728,1484,87566,12,0,27,1,401,0,362,0,389,406,33957,95,0,292,2,2606,0,2215,0,2507,702,74106,56,0,97,2,1161,4,1012,4,1109,851,79025,2060,0,4192,25,27995,86,21803,86,25995,9942,385220,114,1,342,1,3287,1,2833,2,3175,897,153763,2584,6,776,20,7889,63,4596,69,5372,4258,287888,254,1,1514,10,9864,4,8100,5,9614,1631,122654,17875,25,16374,252,90932,744,57218,769,73592,13376,858994,948,0,992,1,6751,46,4857,46,5849,1400,117720,120,0,23,0,439,4,300,4,323,335,17710,3411,12,3988,42,30958,219,23787,231,27775,4220,357957,558,1,530,1,4513,90,3516,91,4046,2945,141322,51,0,131,0,1362,8,1188,8,1319,958,66133,547,1,1079,10,10158,27,8558,28,9637,3147,283638,28,0,76,0,1436,2,1334,2,1410,868,79234,6,0,144,0,1191,0,1041,0,1185,127,16268,928,3,1964,5,19199,45,16313,48,18277,7129,780445
2020-06-12,543,0,453,4,3271,15,2290,15,2743,1173,88739,12,0,27,0,401,0,362,0,389,420,34377,100,0,291,2,2608,1,2216,0,2507,753,74859,52,0,97,0,1161,5,1017,5,1114,1038,80063,2007,4,4196,33,28028,212,22015,216,26211,8319,393539,115,0,342,3,3290,7,2840,7,3182,4146,157909,2542,5,781,27,7916,317,4913,322,5694,3981,291869,256,2,1516,7,9871,6,8106,8,9622,1666,124320,17378,31,16405,272,91204,557,57775,588,74180,14837,873831,903,0,993,1,6752,152,5009,153,6002,1325,119045,116,0,23,0,439,2,302,2,325,402,18112,3211,8,3996,31,30989,309,24096,317,28092,3207,361164,469,2,532,2,4515,28,3544,30,4076,2522,143844,44,0,131,0,1363,2,1190,2,1321,936,67069,526,1,1080,7,10165,17,8575,18,9655,3055,286693,26,0,76,0,1436,2,1336,2,1412,956,80190,6,0,144,0,1191,0,1038,0,1182,106,16374,880,3,1967,0,19199,70,16383,73,18350,14815,795260
2020-06-13,532,1,454,4,3275,22,2312,23,2766,1601,90340,12,0,27,0,401,1,363,1,390,304,34681,102,0,291,2,2610,8,2224,8,2515,876,75735,48,0,97,1,1162,3,1020,3,1117,1192,81255,1819,3,4199,28,28056,115,22130,118,26329,7363,400902,114,1,343,6,3296,8,2848,9,3191,961,158870,2245,25,806,25,7941,865,5778,890,6584,2785,294654,252,2,1518,4,9875,7,8113,9,9631,1551,125871,17000,23,16428,210,91414,426,58201,449,74629,9474,883305,752,0,993,2,6754,75,5084,75,6077,1263,120308,114,0,23,0,439,17,319,17,342,383,18495,2934,10,4006,40,31029,107,24203,117,28209,4059,365223,439,0,532,0,4515,17,3561,17,4093,2061,145905,42,1,132,0,1363,7,1197,8,1329,1010,68079,515,2,1082,7,10172,13,8588,15,9670,2831,289524,24,0,76,0,1436,3,1339,3,1415,965,81155,9,0,144,0,1191,0,1040,0,1184,102,16476,820,10,1977,13,19212,74,16457,84,18434,3030,798290
2020-06-14,513,2,456,4,3279,0,2312,2,2768,1105,91445,11,0,27,0,401,0,363,0,390,458,35139,97,0,291,1,2613,1,2227,2,2518,460,76195,45,0,97,0,1162,1,1021,1,1118,726,81981,1718,5,4204,17,28073,102,22232,107,26436,6137,407039,105,0,343,0,3296,2,2850,2,3193,1954,160824,1369,2,808,14,7955,47,5825,49,6633,2961,297615,247,3,1521,4,9879,2,8115,5,9636,834,126705,16795,21,16449,244,91658,1019,59220,1040,75669,9336,892641,681,0,993,4,6758,55,5139,55,6132,1046,121354,97,0,23,0,439,23,342,23,365,350,18845,2847,6,4012,30,31059,196,24399,202,28411,2842,368065,422,0,532,0,4515,4,3565,4,4097,1344,147249,34,0,132,0,1363,1,1198,1,1330,690,68769,508,3,1085,8,10180,8,8596,11,9681,2577,292101,21,1,77,0,1436,0,1339,1,1416,821,81976,7,0,144,0,1191,0,1040,0,1184,121,16597,743,1,1978,7,19219,12,16469,13,18447,14250,812540
2020-06-15,511,0,456,0,3279,25,2337,25,2793,255,91700,11,0,27,0,401,0,363,0,390,94,35233,92,1,292,0,2611,0,2225,0,2517,150,76345,44,0,97,0,1162,7,1028,7,1125,411,82392,1622,3,4207,11,28084,145,22377,148,26584,3945,410984,103,0,343,0,3296,4,2854,4,3197,1121,161945,1323,3,811,3,7958,30,5855,33,6666,1975,299590,250,4,1525,8,9887,1,8116,5,9641,1208,127913,16014,8,16457,259,91917,264,59484,272,75941,6637,899278,630,0,993,4,6762,13,5152,13,6145,266,121620,74,0,23,0,439,4,346,4,369,280,19125,2647,0,4012,2,31061,46,24445,46,28457,1229,369294,419,2,534,1,4516,7,3572,9,4106,1378,148627,33,0,132,0,1363,0,1198,0,1330,365,69134,505,3,1088,8,10188,15,8611,18,9699,1582,293683,20,0,77,0,1436,2,1341,2,1418,259,82235,7,0,144,0,1191,0,1035,0,1179,53,16650,731,0,1978,1,19220,18,16487,18,18465,4524,817064
2020-06-16,487,1,457,1,3280,18,2355,19,2812,1174,92874,11,0,27,0,401,1,364,1,391,433,35666,93,0,292,0,2611,1,2226,1,2518,316,76661,37,0,97,0,1162,1,1029,1,1126,889,83281,1487,2,4209,13,28097,106,22483,108,26692,6200,417184,100,0,343,1,3297,1,2855,1,3198,495,162440,1299,3,814,9,7967,169,6024,172,6838,2715,302305,249,4,1529,4,9891,4,8120,8,9649,1336,129249,15885,9,16466,143,92060,877,60361,886,76827,7044,906322,618,0,994,1,6763,16,5168,17,6162,1030,122650,70,0,23,0,439,5,351,5,374,243,19368,2630,6,4018,29,31090,177,24622,183,28640,3654,372948,410,1,535,0,4516,56,3628,57,4163,2855,151482,35,0,132,0,1365,2,1200,2,1332,1068,70202,490,3,1091,3,10191,26,8637,29,9728,3129,296812,19,0,77,1,1437,1,1342,1,1419,1200,83435,12,0,144,0,1191,2,1037,2,1181,114,16764,714,4,1982,1,19221,34,16521,38,18503,9128,826192
2020-06-17,469,0,457,0,3281,31,2386,31,2843,1517,94391,10,0,27,0,401,0,364,0,391,345,36011,92,0,292,0,2611,6,2232,6,2524,569,77230,36,0,97,0,1162,3,1032,3,1129,984,84265,1393,6,4215,14,28111,68,22551,74,26766,9546,426730,101,0,343,2,3299,2,2857,2,3200,3624,166064,1137,4,818,10,7977,96,6120,100,6938,3601,305906,246,3,1532,5,9896,0,8120,3,9652,1621,130870,15241,14,16480,242,92302,489,60850,503,77330,11559,917881,602,0,994,1,6764,17,5185,17,6179,1120,123770,66,0,23,1,440,4,355,4,378,267,19635,2488,8,4026,41,31131,98,24720,106,28746,4217,377165,353,1,536,0,4516,28,3656,29,4192,2661,154143,34,0,132,0,1366,3,1203,3,1335,1250,71452,463,1,1092,2,10193,20,8657,21,9749,3800,300612,18,0,77,0,1437,0,1342,0,1419,1076,84511,10,0,144,0,1191,2,1039,2,1183,154,16918,680,5,1987,4,19225,37,16558,42,18545,11202,837394
2020-06-18,438,1,458,0,3281,3,2389,4,2847,1155,95546,10,0,27,0,401,0,364,0,391,371,36382,88,0,292,2,2613,4,2236,4,2528,724,77954,36,0,97,3,1165,1,1033,1,1130,957,85222,1351,4,4219,32,28143,92,22643,96,26862,8621,435351,101,0,343,2,3301,4,2861,4,3204,1421,167485,1046,4,822,9,7986,47,6167,51,6989,3263,309169,250,4,1536,7,9903,1,8121,5,9657,1505,132375,14954,36,16516,216,92518,505,61355,541,77871,11475,929356,589,0,994,4,6768,12,5197,12,6191,1569,125339,62,0,23,0,440,2,357,2,380,349,19984,2413,6,4032,31,31162,120,24840,126,28872,3230,380395,327,2,538,3,4519,19,3675,21,4213,2439,156582,32,0,132,0,1367,1,1204,1,1336,1270,72722,444,1,1093,2,10195,7,8664,8,9757,3174,303786,18,0,77,0,1437,1,1344,2,1421,1075,85586,8,1,145,0,1191,1,1040,2,1185,139,17057,646,7,1994,8,19233,74,16632,81,18626,10603,847997
2020-06-19,433,1,459,0,3280,25,2414,26,2873,1035,96581,10,0,27,0,401,2,366,2,393,323,36705,86,0,292,2,2615,12,2248,12,2540,626,78580,35,0,97,0,1165,1,1034,1,1131,1051,86273,1282,5,4224,27,28170,84,22727,89,26951,7950,443301,99,0,343,2,3303,14,2875,14,3218,2624,170109,1004,4,826,9,7995,14,6181,18,7007,3539,312708,252,4,1540,7,9910,0,8121,4,9661,1523,133898,14570,18,16534,157,92675,741,62096,759,78630,10464,939820,577,0,994,0,6768,17,5214,17,6208,1041,126380,61,0,23,1,441,8,365,8,388,219,20203,2313,7,4039,26,31188,131,24971,138,29010,4310,384705,307,0,538,1,4520,52,3727,52,4265,2246,158828,32,0,132,0,1368,2,1206,2,1338,1124,73846,446,2,1095,10,10205,23,8687,25,9782,2703,306489,17,0,77,1,1438,0,1344,0,1421,1107,86693,6,1,146,0,1191,1,1041,2,1187,126,17183,567,4,1998,2,19235,23,16655,27,18653,10729,858726
2020-06-20,408,0,459,1,3281,4,2418,4,2877,1044,97625,8,0,27,0,401,0,366,0,393,270,36975,77,0,292,3,2618,2,2250,2,2542,753,79333,36,0,97,2,1167,6,1040,6,1137,1019,87292,1221,6,4230,28,28198,34,22761,40,26991,6315,449616,86,1,344,1,3304,2,2877,3,3221,1838,171947,1000,1,827,14,8009,14,6195,15,7022,3401,316109,258,5,1545,10,9920,3,8125,9,9670,1481,135379,13976,23,16557,165,92840,276,62372,299,78929,9314,949134,560,0,994,0,6768,21,5235,21,6229,1070,127450,53,0,23,0,441,0,365,0,388,238,20441,2202,6,4045,27,31215,111,25082,117,29127,3008,387713,260,2,540,5,4525,38,3765,40,4305,1834,160662,31,0,132,0,1369,3,1209,3,1341,1371,75217,423,0,1095,2,10207,11,8698,11,9793,2761,309250,17,1,78,0,1438,0,1343,0,1421,1096,87789,6,0,146,2,1193,0,1041,0,1187,114,17297,543,4,2002,3,19238,4,16661,9,18663,12104,870830
2020-06-21,404,0,459,0,3281,1,2419,1,2878,1083,98708,8,0,27,0,401,0,366,0,393,330,37305,79,0,292,4,2622,2,2255,2,2547,530,79863,36,0,97,6,1173,0,1040,0,1137,643,87935,1204,1,4231,23,28221,57,22818,58,27049,4238,453854,84,0,344,1,3305,6,2883,6,3227,2705,174652,993,0,827,8,8017,4,6199,4,7026,2155,318264,256,4,1549,7,9927,0,8130,9,9679,1268,136647,13805,13,16570,128,92968,183,62555,196,79125,7825,956959,539,0,994,0,6768,12,5247,12,6241,1309,128759,53,0,23,0,441,13,378,13,401,215,20656,2111,6,4051,26,31241,95,25177,101,29228,2496,390209,222,0,540,2,4527,0,3765,0,4305,1240,161902,28,0,132,0,1369,0,1209,0,1341,869,76086,415,0,1095,3,10210,52,8750,52,9845,2627,311877,17,0,78,0,1438,2,1345,2,1423,720,88509,6,0,146,0,1193,1,1042,1,1188,95,17392,540,0,2002,7,19245,0,16660,0,18662,6085,876915
2020-06-22,404,1,460,1,3282,9,2428,10,2888,164,98872,8,0,27,0,401,0,366,0,393,65,37370,85,0,292,11,2633,0,2252,0,2544,222,80085,37,0,97,1,1174,4,1044,4,1141,437,88372,1168,4,4235,22,28243,36,22854,40,27089,2138,455992,78,0,344,0,3305,6,2889,6,3233,1054,175706,997,3,830,8,8025,51,6250,54,7080,1317,319581,255,3,1552,8,9935,0,8133,0,9685,932,137579,13752,3,16573,143,93111,345,62900,348,79473,7776,964735,533,0,994,6,6774,28,5275,28,6269,522,129281,43,0,23,3,444,0,378,0,401,96,20752,2017,4,4055,7,31248,46,25223,50,29278,1459,391668,222,0,540,0,4527,4,3769,4,4309,1038,162940,28,0,132,0,1369,0,1209,0,1341,293,76379,364,4,1099,1,10211,2,8752,6,9851,1578,313455,15,0,78,0,1438,2,1347,2,1425,205,88714,5,0,146,0,1193,0,1042,0,1188,847,18239,543,1,2003,2,19247,0,16659,0,18662,5614,882529
2020-06-23,394,0,460,0,3282,3,2431,3,2891,1104,99976,8,0,27,0,401,0,366,0,393,243,37613,88,0,292,0,2633,0,2252,0,2544,453,80538,34,0,97,1,1175,6,1050,6,1147,854,89226,1145,1,4236,17,28260,81,22935,82,27171,4608,460600,72,0,344,0,3305,1,2890,1,3234,764,176470,951,2,832,8,8033,65,6315,67,7147,2760,322341,253,1,1553,4,9939,0,8131,0,9684,1115,138694,13466,6,16579,62,93173,791,63691,797,80270,6986,971721,506,0,994,1,6775,13,5288,13,6282,840,130121,43,0,23,0,444,0,378,0,401,150,20902,1973,4,4059,6,31254,102,25325,106,29384,3272,394940,220,2,542,2,4529,28,3797,30,4339,2658,165598,19,0,132,0,1360,4,1213,4,1345,750,77129,364,1,1100,6,10217,28,8780,29,9880,3478,316933,13,0,78,0,1438,1,1348,1,1426,1117,89831,5,0,146,0,1193,0,1042,0,1188,0,17589,546,1,2004,3,19250,23,16682,24,18686,5744,888273
2020-06-24,392,1,461,1,3283,13,2444,14,2905,942,100918,8,0,27,0,401,1,367,1,394,274,37887,89,0,292,1,2634,0,2252,0,2544,479,81017,28,0,97,0,1175,0,1050,0,1147,1036,90262,1107,9,4245,44,28304,50,22985,59,27230,6012,466612,71,0,344,0,3305,11,2904,12,3248,2263,178733,890,1,833,6,8039,22,6337,23,7170,2151,324492,255,2,1555,1,9940,0,8124,0,9679,1216,139910,12757,7,16586,88,93261,757,64448,764,81034,9099,980820,497,0,994,4,6779,26,5314,26,6308,1501,131622,43,0,23,0,444,0,378,0,401,363,21265,1889,7,4066,22,31276,155,25480,162,29546,3683,398623,190,1,543,0,4529,12,3809,13,4352,2790,168388,16,0,132,1,1361,1,1214,1,1346,1320,78449,340,1,1101,5,10222,11,8791,12,9892,3866,320799,13,1,79,1,1439,1,1349,2,1428,1007,90838,6,0,146,1,1194,0,1042,0,1188,111,17700,525,0,2004,3,19253,18,16700,18,18704,9233,897506
2020-06-25,379,0,461,1,3284,8,2452,8,2913,896,101814,7,0,27,0,401,0,367,0,394,374,38261,89,0,292,0,2634,3,2255,3,2547,830,81847,28,0,97,0,1175,0,1050,0,1147,1021,91283,1095,4,4249,47,28351,49,23034,53,27283,7838,474450,57,1,345,0,3305,0,2907,0,3252,2245,180978,879,2,835,12,8051,17,6354,19,7189,2159,326651,274,1,1556,14,9954,13,8139,15,9695,1562,141472,12163,22,16608,170,93431,383,64831,405,81439,9832,990652,473,0,991,2,6781,16,5330,13,6321,1385,133007,43,0,23,0,444,7,385,7,408,227,21492,1747,5,4071,20,31296,64,25544,69,29615,3558,402181,178,0,543,1,4530,5,3814,5,4357,1896,170284,16,0,132,1,1362,2,1216,2,1348,973,79422,330,0,1101,2,10224,8,8799,8,9900,3065,323864,11,0,79,0,1439,1,1350,1,1429,994,91832,6,0,146,0,1194,1,1043,1,1189,148,17848,511,2,2006,4,19257,24,16724,26,18730,11367,908873
2020-06-26,372,0,461,1,3285,14,2466,14,2927,792,102606,7,0,27,0,401,0,367,0,394,429,38690,86,0,292,0,2634,2,2257,2,2549,594,82441,31,0,97,3,1178,1,1051,1,1148,1165,92448,1084,3,4252,42,28393,63,23097,66,27349,4491,478941,55,0,345,2,3307,0,2914,0,3259,2846,183824,873,1,836,13,8064,58,6412,59,7248,2423,329074,262,0,1556,4,9958,0,8138,0,9694,1197,142669,11914,16,16624,156,93587,492,65323,508,81947,14101,1004753,462,0,991,2,6783,55,5385,55,6376,940,133947,37,0,23,1,445,8,393,8,416,516,22008,1693,6,4077,15,31311,105,25649,111,29726,3940,406121,174,0,543,0,4531,21,3835,21,4378,1684,171968,14,0,132,0,1362,2,1218,2,1350,1124,80546,324,2,1103,2,10226,10,8809,12,9912,2781,326645,11,0,79,1,1440,0,1351,1,1430,872,92704,5,0,146,0,1194,1,1044,1,1190,93,17941,490,1,2007,5,19262,44,16768,45,18775,7612,916485
2020-06-27,358,0,461,0,3285,21,2487,21,2948,1165,103771,7,0,27,0,401,0,367,0,394,311,39001,86,0,292,2,2636,0,2257,0,2549,599,83040,31,0,97,1,1179,0,1051,0,1148,924,93372,1060,0,4252,42,28435,45,23142,45,27394,4368,483309,48,0,345,0,3307,0,2920,0,3265,1827,185651,832,1,837,18,8082,6,6418,7,7255,2525,331599,268,1,1557,5,9963,0,8138,1,9695,1487,144156,11483,2,16626,77,93664,723,66046,725,82672,9568,1014321,409,0,991,2,6785,52,5437,52,6428,1175,135122,29,0,23,0,445,3,396,3,419,225,22233,1593,3,4080,11,31322,90,25739,93,29819,2715,408836,153,0,543,0,4531,6,3841,6,4384,1454,173422,13,0,132,1,1363,0,1218,0,1350,805,81351,324,0,1103,12,10238,8,8817,8,9920,3220,329865,10,1,80,0,1440,0,1350,0,1430,867,93571,4,0,146,0,1194,0,1044,0,1190,47,17988,447,0,2007,2,19264,7,16775,7,18782,20932,937417
2020-06-28,338,1,462,1,3286,53,2540,54,3002,787,104558,7,0,27,0,401,5,372,5,399,137,39138,87,0,292,1,2637,3,2260,3,2552,405,83445,32,0,97,1,1180,6,1057,6,1154,480,93852,1036,1,4253,21,28456,19,23161,20,27414,3421,486730,43,0,345,1,3308,0,2925,0,3270,1130,186781,839,0,837,14,8096,0,6418,0,7255,2253,333852,271,1,1558,4,9967,0,8137,0,9695,955,145111,10855,13,16639,97,93761,129,66175,142,82814,8119,1022440,357,0,991,0,6785,37,5474,37,6465,995,136117,26,0,23,0,445,0,396,0,419,166,22399,1514,5,4085,14,31336,17,25756,22,29841,1977,410813,147,0,543,0,4531,1,3842,1,4385,1546,174968,14,0,132,1,1364,0,1218,0,1350,831,82182,321,0,1103,5,10243,0,8817,0,9920,2893,332758,10,0,80,0,1440,1,1351,1,1431,715,94286,4,0,146,0,1194,0,1044,0,1190,74,18062,451,1,2008,11,19275,32,16807,33,18815,6593,944010
2020-06-29,285,0,462,1,3287,3,2543,3,3005,264,104822,3,0,27,1,402,0,372,0,399,156,39294,86,0,292,2,2639,2,2262,2,2554,284,83729,26,0,97,0,1180,0,1057,0,1154,318,94170,1032,2,4255,16,28472,24,23185,26,27440,2721,489451,38,0,345,0,3308,0,2927,0,3272,719,187500,848,0,837,9,8105,10,6428,10,7265,1899,335751,278,0,1558,7,9974,2,8139,2,9697,791,145902,10791,1,16640,78,93839,201,66376,202,83016,7991,1030431,320,0,991,0,6785,46,5520,46,6511,268,136385,26,0,23,0,445,0,396,0,419,75,22474,1494,2,4087,2,31338,5,25761,7,29848,1126,411939,146,0,543,0,4531,1,3843,1,4386,843,175811,14,0,132,0,1364,0,1218,0,1350,296,82478,326,1,1104,5,10248,0,8817,1,9921,1440,334198,9,0,80,0,1440,0,1351,0,1431,233,94519,4,0,146,0,1194,1,1045,1,1191,86,18148,421,0,2008,3,19278,1,16808,1,18816,4861,948871
2020-06-30,282,2,464,0,3287,83,2626,85,3090,831,105653,3,0,27,0,402,0,372,0,399,337,39631,84,0,292,0,2639,1,2263,1,2555,443,84172,27,0,97,1,1181,0,1057,0,1154,924,95094,1026,5,4260,20,28492,37,23222,42,27482,6093,495544,36,0,345,0,3308,0,2918,0,3263,2455,189955,843,0,837,5,8110,9,6437,9,7274,2284,338035,279,0,1558,3,9977,0,8139,0,9697,1254,147156,10651,4,16644,62,93901,821,67197,825,83841,6117,1036548,274,0,991,0,6785,8,5528,8,6519,955,137340,26,0,23,0,445,1,397,1,420,186,22660,1498,3,4090,11,31349,75,25836,78,29926,3318,415257,145,2,545,0,4531,14,3857,16,4402,2440,178251,16,1,133,2,1366,1,1219,2,1352,961,83439,327,0,1104,2,10250,0,8817,0,9921,2912,337110,10,0,80,1,1441,0,1351,0,1431,1108,95627,4,0,146,1,1195,0,1045,0,1191,115,18263,428,4,2012,8,19286,4,16812,8,18824,8595,957466
2020-07-01,199,0,464,2,3289,29,2655,29,3119,697,106350,3,0,27,0,402,1,373,1,400,156,39787,86,0,292,3,2642,3,2266,3,2558,674,84846,27,0,97,0,1181,1,1058,1,1155,832,95926,1000,4,4264,16,28508,20,23242,24,27506,3882,499426,49,0,345,4,3312,0,2911,0,3256,2151,192106,843,2,839,9,8119,11,6448,13,7287,3048,341083,284,0,1558,5,9982,5,8144,5,9702,1429,148585,9935,6,16650,109,94010,225,67422,231,84072,8427,1044975,267,0,987,1,6786,23,5551,19,6538,1210,138550,25,0,23,0,445,0,397,0,420,226,22886,1436,1,4091,16,31365,85,25921,86,30012,4034,419291,128,0,545,0,4530,16,3873,16,4418,2413,180664,14,0,133,0,1366,3,1222,3,1355,1130,84569,331,2,1106,4,10254,8,8825,10,9931,4055,341165,10,0,80,0,1441,0,1351,0,1431,975,96602,4,0,146,0,1195,0,1046,0,1192,151,18414,423,10,2022,3,19289,37,16849,47,18871,13327,970793
2020-07-02,173,0,464,3,3292,13,2668,13,3132,1185,107535,2,0,27,0,402,0,373,0,400,254,40041,83,0,292,0,2642,0,2266,0,2558,577,85423,26,0,97,0,1181,1,1059,1,1156,988,96914,1003,1,4265,27,28535,25,23267,26,27532,4862,504288,58,0,345,2,3314,0,2907,0,3252,2289,194395,841,0,839,11,8130,12,6460,12,7299,2799,343882,281,0,1558,2,9984,1,8145,1,9703,1325,149910,9802,21,16671,98,94108,188,67610,209,84281,9440,1054415,251,0,987,3,6789,13,5564,13,6551,1343,139893,25,0,23,0,445,4,401,4,424,229,23115,1363,5,4096,13,31378,62,25983,67,30079,3356,422647,112,0,545,0,4530,3,3876,3,4421,2049,182713,13,0,133,2,1368,0,1222,0,1355,812,85381,325,3,1109,4,10258,0,8825,3,9934,3218,344383,13,0,80,3,1444,2,1353,2,1433,1096,97698,3,0,146,0,1195,0,1046,0,1192,65,18479,396,0,2022,20,19309,41,16890,41,18912,11821,982614
2020-07-03,166,0,464,6,3298,10,2678,10,3142,828,108363,4,0,27,2,404,0,373,0,400,292,40333,83,0,292,0,2642,1,2267,1,2559,515,85938,26,0,97,1,1182,1,1060,1,1157,938,97852,1004,2,4267,27,28562,17,23284,19,27551,4403,508691,66,0,345,4,3318,0,2905,0,3250,2580,196975,840,1,840,11,8141,15,6475,16,7315,2357,346239,283,0,1558,3,9987,1,8146,1,9704,1414,151324,9708,4,16675,115,94223,261,67871,265,84546,9758,1064173,238,0,987,0,6789,11,5575,11,6562,1072,140965,21,0,23,0,445,0,401,0,424,147,23262,1312,4,4100,16,31394,36,26019,40,30119,2405,425052,112,0,545,3,4533,3,3879,3,4424,2036,184749,14,0,133,1,1369,0,1222,0,1355,1153,86534,331,3,1112,9,10267,7,8832,10,9944,2744,347127,13,0,80,2,1446,3,1356,3,1436,790,98488,4,0,146,1,1196,0,1046,0,1192,97,18576,360,1,2023,5,19314,11,16901,12,18924,9954,992568
2020-07-04,163,0,464,7,3305,4,2682,4,3146,1016,109379,4,0,27,0,404,0,373,0,400,229,40562,85,0,292,3,2645,1,2268,1,2560,618,86556,26,0,97,1,1183,0,1060,0,1157,1084,98936,1036,0,4267,51,28613,25,23309,25,27576,5513,514204,76,0,345,8,3326,0,2908,0,3253,2232,199207,855,1,841,31,8172,2,6477,3,7318,2394,348633,286,0,1558,4,9991,4,8150,4,9708,1564,152888,9538,16,16691,95,94318,330,68201,346,84892,10160,1074333,227,0,987,0,6789,24,5599,24,6586,1066,142031,21,0,23,0,445,0,401,0,424,137,23399,1283,2,4102,11,31405,67,26086,69,30188,2538,427590,112,0,545,2,4536,1,3880,1,4425,1820,186569,14,0,133,0,1369,1,1223,1,1356,710,87244,330,2,1114,9,10276,6,8838,8,9952,2618,349745,11,0,80,1,1447,2,1358,2,1438,909,99397,4,0,146,0,1196,0,1046,0,1192,74,18650,352,0,2023,4,19318,6,16907,6,18930,11660,1004228
