Date,Code,Confirmed,Deaths,ICU,incidenceRate,populationBaseline,Recovered,susceptiblePopulation,susceptibleRate,Tested,TestedPositive,totalPopulation,region,populationDensity,airPassengersArrived,airPassengersDeparted,touristArrivals,broadbandAccess,deathRateDiabetes,deathRateInfluenza,deathRateChd,deathRateCancer,deathRatePneumonia,availableBeds,maritimePassengersDisembarked,maritimePassengersEmbarked,riskOfPovertyOrSocialExclusion,railTravelers
2020-02-04,UMB,0,0,NA,0,880749.1652897424,NA,880763.6147589,1,NA,0,880763.6147589,Umbria,106.3,110,112,1701476,86,31.8,0.79,147.86,302.12,21.46,2718,972.9764816556913,985.3537158984007,19.2,22202.016438356164
2020-02-04,VDA,0,0,NA,0,125485.64888953225,NA,125487.70759260548,1,NA,0,125487.70759260548,Valle d'Aosta/Vallée d'Aoste,38.8,3399.3788659793813,3433.7396907216494,755502,85,24.39,0.23587628865979385,92.05,309.19,32.26,462,3630.533505154639,3574.306701030928,14.6,8390.506849315068
2020-02-04,VEN,0,0,NA,0,4898813.303099543,NA,4898893.672465217,1,NA,0,4898893.672465217,Veneto,282.8,8947,8962,6826396,87,29.22,0.47,104.49,268.77,20.91,16812,20.558698727015557,21.099717114568598,14.7,167124.90410958903
2020-02-05,ABR,0,0,NA,0,1309692.29814755,NA,1309719.1565284922,1,NA,0,1309719.1565284922,Abruzzo,121.5,324,332,1441899,84,37.83,0.76,154.49,257.63,14.5,4087,271.02716049382695,274.47489711934134,30.1,15631.306849315068
2020-02-05,BAS,0,0,NA,0,562058.8863553985,NA,562070.4127205629,1,NA,0,562070.4127205629,Basilicata,56.4,980.196808510638,990.1046099290777,749956,78,46.68,0.52,122.72,236.18,8.39,1720,1046.8492907801415,1030.6365248226948,39.2,3488.38904109589
2020-02-05,BZ,0,0,NA,0,530413.4978769267,NA,530424.3752775213,1,NA,0,530424.3752775213,Provincia Autonoma di Bolzano/Bozen,71.8,163.69220055710326,165.34679665738182,2576564,85,14.16,1.72,76.93,232.12,19.9,1919,174.82311977715898,172.11559888579407,12.9,20948.04109589041
2020-02-05,CAL,0,0,NA,0,1944328.5763615924,NA,1944368.4494811445,1,NA,0,1944368.4494811445,Calabria,128.6,1597,1629,1486385,77,50.41,0.36,105.14,231.17,5.95,4150,4638,4697,44.5,20358.238356164384
2020-02-05,CAM,0,0,NA,0,5793341.8690619385,NA,5793460.675428187,1,NA,0,5793460.675428187,Campania,426.4,4923,4980,3354019,79,49.38,0.55,119.54,243.34,5.58,15347,11754,11751,53.6,327977.06575342466
2020-02-05,EMR,0,0,NA,0,4453058.662579592,NA,4453149.983224974,1,NA,0,4453149.983224974,Emilia-Romagna,201.7,4464,4480,8355467,88,30.55,0.63,111.03,300.78,28.1,16316,261.21864154685153,259.8116013882001,14.2,128001.64383561644
2020-02-05,FVG,0,0,NA,0,1213470.9850370288,NA,1213495.8701692268,1,NA,0,1213495.8701692268,Friuli-Venezia Giulia,160.5,383,386,1237869,87,23.7,0.41,137.1,333.49,35.26,4268,7.970093457943944,8.254205607476655,13.6,21050.405479452056
2020-02-05,LAZ,0,0,NA,0,5870620.484894476,NA,5870738.87604404,0.9999996593274951,NA,2,5870740.87604404,Lazio,347.2,24368,24339,4606265,87,33.85,0.42,117.86,275.52,18.07,19483,1265,1272,27.5,475124.64657534246
2020-02-05,LIG,0,0,NA,0,1548408.2291583568,NA,1548439.982981855,1,NA,0,1548439.982981855,Liguria,287.3,731,729,2550375,84,39.28,0.7,139.59,350.21,27.23,5517,1292,1326,18.8,120390.4410958904
2020-02-05,LOM,0,0,NA,0,10046094.239576304,NA,10046300.258827126,1,NA,0,10046300.258827126,Lombardia,436,23215,23081,7661191,87,23.02,0.46,96.33,296.11,21.33,35870,258.8036697247713,258.7376146788997,15.7,614974.2219178082
2020-02-05,MAR,0,0,NA,0,1523075.7416915568,NA,1523106.9760116576,1,NA,0,1523106.9760116576,Marche,162.9,221,226,1872348,86,35.11,0.78,145.76,290.35,20.44,4943,533,552,17.6,29086.2301369863
2020-02-05,MOL,0,0,NA,0,305177.1383239756,NA,305183.3967129479,1,NA,0,305183.3967129479,Molise,69.1,0,0,127283,77,39.84,0.96,148.12,253.5,16.71,1130,0,0,27.1,4388.953424657534
2020-02-05,PIE,0,0,NA,0,4350136.008328715,NA,4350225.218298283,1,NA,0,4350225.218298283,Piemonte,173.6,2059,2048,3235861,83,31.53,0.61,103.65,321.48,25.15,15721,264.95046082949324,273.3905529953919,18.7,138878.52602739725
2020-02-05,PUG,0,0,NA,0,4023254.1537140557,NA,4023336.660187401,1,NA,0,4023336.660187401,Puglia,209.3,3757,3802,3023423,77,41.12,0.57,97.19,247.29,8.4,11620,972,954,35.7,45527.43561643836
2020-02-05,SAR,0,0,NA,0,1637231.205730524,NA,1637264.7810821356,1,NA,0,1637264.7810821356,Sardegna,69.1,4353,4397,1629624,84,28.15,0.91,81.36,291.31,12.87,5215,4649,4577,35,11232.11506849315
2020-02-05,SIC,0,0,NA,0,4992694.867470725,NA,4992797.254650421,1,NA,0,4992797.254650421,Sicilia,195.1,8819,8914,2686092,76,51.64,0.34,98.41,245.03,9.4,13820,7983,7940,51.6,32257.460273972603
2020-02-05,TN,0,0,NA,0,540319.2204387404,NA,540330.3009799281,1,NA,0,540330.3009799281,Provincia Autonoma di Trento,87.8,23.177676537585423,23.599088838268795,2705981,91,20.06,0.19,112.37,263.18,17.09,1918,990.1628701594535,974.8280182232348,20.6,10041.827397260275
2020-02-05,TOS,0,0,NA,0,3724273.0847949246,NA,3724349.4599445574,1,NA,0,3724349.4599445574,Toscana,163.7,4069,4087,6321753,86,35.05,0.29,108.99,310.49,22.47,11029,4646,4794,19.3,223546.4794520548
2020-02-05,UMB,0,0,NA,0,880745.5529594927,NA,880763.6147589,1,NA,0,880763.6147589,Umbria,106.3,110,112,1701476,86,31.8,0.79,147.86,302.12,21.46,2718,972.9764816556913,985.3537158984007,19.2,22202.016438356164
2020-02-05,VDA,0,0,NA,0,125485.1342190412,NA,125487.70759260548,1,NA,0,125487.70759260548,Valle d'Aosta/Vallée d'Aoste,38.8,3399.3788659793813,3433.7396907216494,755502,85,24.39,0.23587628865979385,92.05,309.19,32.26,462,3630.533505154639,3574.306701030928,14.6,8390.506849315068
2020-02-05,VEN,0,0,NA,0,4898793.210964142,NA,4898893.672465217,1,NA,0,4898893.672465217,Veneto,282.8,8947,8962,6826396,87,29.22,0.47,104.49,268.77,20.91,16812,20.558698727015557,21.099717114568598,14.7,167124.90410958903
2020-02-06,ABR,0,0,NA,0,1309686.9265374562,NA,1309719.1565284922,1,NA,0,1309719.1565284922,Abruzzo,121.5,324,332,1441899,84,37.83,0.76,154.49,257.63,14.5,4087,271.02716049382695,274.47489711934134,30.1,15631.306849315068
2020-02-06,BAS,0,0,NA,0,562056.5811107302,NA,562070.4127205629,1,NA,0,562070.4127205629,Basilicata,56.4,980.196808510638,990.1046099290777,749956,78,46.68,0.52,122.72,236.18,8.39,1720,1046.8492907801415,1030.6365248226948,39.2,3488.38904109589
2020-02-06,BZ,0,0,NA,0,530411.3224235754,NA,530424.3752775213,1,NA,0,530424.3752775213,Provincia Autonoma di Bolzano/Bozen,71.8,163.69220055710326,165.34679665738182,2576564,85,14.16,1.72,76.93,232.12,19.9,1919,174.82311977715898,172.11559888579407,12.9,20948.04109589041
2020-02-06,CAL,0,0,NA,0,1944320.6018358038,NA,1944368.4494811445,1,NA,0,1944368.4494811445,Calabria,128.6,1597,1629,1486385,77,50.41,0.36,105.14,231.17,5.95,4150,4638,4697,44.5,20358.238356164384
2020-02-06,CAM,0,0,NA,0,5793318.108081054,NA,5793460.675428187,1,NA,0,5793460.675428187,Campania,426.4,4923,4980,3354019,79,49.38,0.55,119.54,243.34,5.58,15347,11754,11751,53.6,327977.06575342466
2020-02-06,EMR,0,0,NA,0,4453040.398675242,NA,4453149.983224974,1,NA,0,4453149.983224974,Emilia-Romagna,201.7,4464,4480,8355467,88,30.55,0.63,111.03,300.78,28.1,16316,261.21864154685153,259.8116013882001,14.2,128001.64383561644
2020-02-06,FVG,0,0,NA,0,1213466.0080718277,NA,1213495.8701692268,1,NA,0,1213495.8701692268,Friuli-Venezia Giulia,160.5,383,386,1237869,87,23.7,0.41,137.1,333.49,35.26,4268,7.970093457943944,8.254205607476655,13.6,21050.405479452056
2020-02-06,LAZ,1,0,NA,1.7033625246186024e-7,5870596.406960827,NA,5870737.87604404,0.9999994889912426,NA,3,5870740.87604404,Lazio,347.2,24368,24339,4606265,87,33.85,0.42,117.86,275.52,18.07,19483,1265,1272,27.5,475124.64657534246
2020-02-06,LIG,0,0,NA,0,1548401.8784717985,NA,1548439.982981855,1,NA,0,1548439.982981855,Liguria,287.3,731,729,2550375,84,39.28,0.7,139.59,350.21,27.23,5517,1292,1326,18.8,120390.4410958904
2020-02-06,LOM,0,0,NA,0,10046053.036233123,NA,10046300.258827126,1,NA,0,10046300.258827126,Lombardia,436,23215,23081,7661191,87,23.02,0.46,96.33,296.11,21.33,35870,258.8036697247713,258.7376146788997,15.7,614974.2219178082
2020-02-06,MAR,0,0,NA,0,1523069.4949043996,NA,1523106.9760116576,1,NA,0,1523106.9760116576,Marche,162.9,221,226,1872348,86,35.11,0.78,145.76,290.35,20.44,4943,533,552,17.6,29086.2301369863
2020-02-06,MOL,0,0,NA,0,305175.8866615821,NA,305183.3967129479,1,NA,0,305183.3967129479,Molise,69.1,0,0,127283,77,39.84,0.96,148.12,253.5,16.71,1130,0,0,27.1,4388.953424657534
2020-02-06,PIE,0,0,NA,0,4350118.166554335,NA,4350225.218298283,1,NA,0,4350225.218298283,Piemonte,173.6,2059,2048,3235861,83,31.53,0.61,103.65,321.48,25.15,15721,264.95046082949324,273.3905529953919,18.7,138878.52602739725
2020-02-06,PUG,0,0,NA,0,4023237.6526224227,NA,4023336.660187401,1,NA,0,4023336.660187401,Puglia,209.3,3757,3802,3023423,77,41.12,0.57,97.19,247.29,8.4,11620,972,954,35.7,45527.43561643836
2020-02-06,SAR,0,0,NA,0,1637224.4907428254,NA,1637264.7810821356,1,NA,0,1637264.7810821356,Sardegna,69.1,4353,4397,1629624,84,28.15,0.91,81.36,291.31,12.87,5215,4649,4577,35,11232.11506849315
2020-02-06,SIC,0,0,NA,0,4992674.3902867455,NA,4992797.254650421,1,NA,0,4992797.254650421,Sicilia,195.1,8819,8914,2686092,76,51.64,0.34,98.41,245.03,9.4,13820,7983,7940,51.6,32257.460273972603
2020-02-06,TN,0,0,NA,0,540317.0043577704,NA,540330.3009799281,1,NA,0,540330.3009799281,Provincia Autonoma di Trento,87.8,23.177676537585423,23.599088838268795,2705981,91,20.06,0.19,112.37,263.18,17.09,1918,990.1628701594535,974.8280182232348,20.6,10041.827397260275
2020-02-06,TOS,0,0,NA,0,3724257.809952946,NA,3724349.4599445574,1,NA,0,3724349.4599445574,Toscana,163.7,4069,4087,6321753,86,35.05,0.29,108.99,310.49,22.47,11029,4646,4794,19.3,223546.4794520548
2020-02-06,UMB,0,0,NA,0,880741.9406440586,NA,880763.6147589,1,NA,0,880763.6147589,Umbria,106.3,110,112,1701476,86,31.8,0.79,147.86,302.12,21.46,2718,972.9764816556913,985.3537158984007,19.2,22202.016438356164
2020-02-06,VDA,0,0,NA,0,125484.61955066102,NA,125487.70759260548,1,NA,0,125487.70759260548,Valle d'Aosta/Vallée d'Aoste,38.8,3399.3788659793813,3433.7396907216494,755502,85,24.39,0.23587628865979385,92.05,309.19,32.26,462,3630.533505154639,3574.306701030928,14.6,8390.506849315068
2020-02-06,VEN,0,0,NA,0,4898773.118911148,NA,4898893.672465217,1,NA,0,4898893.672465217,Veneto,282.8,8947,8962,6826396,87,29.22,0.47,104.49,268.77,20.91,16812,20.558698727015557,21.099717114568598,14.7,167124.90410958903
2020-02-07,ABR,0,0,NA,0,1309681.5549493935,NA,1309719.1565284922,1,NA,0,1309719.1565284922,Abruzzo,121.5,324,332,1441899,84,37.83,0.76,154.49,257.63,14.5,4087,271.02716049382695,274.47489711934134,30.1,15631.306849315068
2020-02-07,BAS,0,0,NA,0,562054.2758755167,NA,562070.4127205629,1,NA,0,562070.4127205629,Basilicata,56.4,980.196808510638,990.1046099290777,749956,78,46.68,0.52,122.72,236.18,8.39,1720,1046.8492907801415,1030.6365248226948,39.2,3488.38904109589
2020-02-07,BZ,0,0,NA,0,530409.1469791466,NA,530424.3752775213,1,NA,0,530424.3752775213,Provincia Autonoma di Bolzano/Bozen,71.8,163.69220055710326,165.34679665738182,2576564,85,14.16,1.72,76.93,232.12,19.9,1919,174.82311977715898,172.11559888579407,12.9,21087.694703196346
2020-02-07,CAL,0,0,NA,0,1944312.6273427221,NA,1944368.4494811445,1,NA,0,1944368.4494811445,Calabria,128.6,1597,1629,1486385,77,50.41,0.36,105.14,231.17,5.95,4150,4638,4697,44.5,20358.238356164384
2020-02-07,CAM,0,0,NA,0,5793294.347197623,NA,5793460.675428187,1,NA,0,5793460.675428187,Campania,426.4,4923,4980,3354019,79,49.38,0.55,119.54,243.34,5.58,15347,11754,11751,53.6,327977.06575342466
2020-02-07,EMR,0,0,NA,0,4453022.134845801,NA,4453149.983224974,1,NA,0,4453149.983224974,Emilia-Romagna,201.7,4464,4480,8355467,88,30.55,0.63,111.03,300.78,28.1,16316,261.21864154685153,259.8116013882001,14.2,128001.64383561644
2020-02-07,FVG,0,0,NA,0,1213461.0311270393,NA,1213495.8701692268,1,NA,0,1213495.8701692268,Friuli-Venezia Giulia,160.5,383,386,1237869,87,23.7,0.41,137.1,333.49,35.26,4268,7.970093457943944,8.254205607476655,13.6,21050.405479452056
2020-02-07,LAZ,0,0,NA,0,5870572.329125933,NA,5870737.87604404,0.9999994889912426,NA,3,5870740.87604404,Lazio,347.2,24368,24339,4606265,87,33.85,0.42,117.86,275.52,18.07,19483,1265,1272,27.5,475124.64657534246
2020-02-07,LIG,0,0,NA,0,1548395.5278112872,NA,1548439.982981855,1,NA,0,1548439.982981855,Liguria,287.3,731,729,2550375,84,39.28,0.7,139.59,350.21,27.23,5517,1292,1326,18.8,120390.4410958904
2020-02-07,LOM,0,0,NA,0,10046011.833058935,NA,10046300.258827126,1,NA,0,10046300.258827126,Lombardia,436,23215,23081,7661191,87,23.02,0.46,96.33,296.11,21.33,35870,258.8036697247713,258.7376146788997,15.7,614974.2219178082
2020-02-07,MAR,0,0,NA,0,1523063.2481428632,NA,1523106.9760116576,1,NA,0,1523106.9760116576,Marche,162.9,221,226,1872348,86,35.11,0.78,145.76,290.35,20.44,4943,533,552,17.6,29086.2301369863
2020-02-07,MOL,0,0,NA,0,305174.6350043222,NA,305183.3967129479,1,NA,0,305183.3967129479,Molise,69.1,0,0,127283,77,39.84,0.96,148.12,253.5,16.71,1130,0,0,27.1,4388.953424657534
2020-02-07,PIE,0,0,NA,0,4350100.32485313,NA,4350225.218298283,1,NA,0,4350225.218298283,Piemonte,173.6,2059,2048,3235861,83,31.53,0.61,103.65,321.48,25.15,15721,264.95046082949324,273.3905529953919,18.7,138878.52602739725
2020-02-07,PUG,0,0,NA,0,4023221.151598468,NA,4023336.660187401,1,NA,0,4023336.660187401,Puglia,209.3,3757,3802,3023423,77,41.12,0.57,97.19,247.29,8.4,11620,972,954,35.7,45527.43561643836
2020-02-07,SAR,0,0,NA,0,1637217.775782668,NA,1637264.7810821356,1,NA,0,1637264.7810821356,Sardegna,69.1,4353,4397,1629624,84,28.15,0.91,81.36,291.31,12.87,5215,4649,4577,35,11232.11506849315
2020-02-07,SIC,0,0,NA,0,4992653.913186751,NA,4992797.254650421,1,NA,0,4992797.254650421,Sicilia,195.1,8819,8914,2686092,76,51.64,0.34,98.41,245.03,9.4,13820,7983,7940,51.6,32257.460273972603
2020-02-07,TN,0,0,NA,0,540314.7882858895,NA,540330.3009799281,1,NA,0,540330.3009799281,Provincia Autonoma di Trento,87.8,23.177676537585423,23.599088838268795,2705981,91,20.06,0.19,112.37,263.18,17.09,1918,990.1628701594535,974.8280182232348,20.6,10108.77291324201
2020-02-07,TOS,0,0,NA,0,3724242.535173616,NA,3724349.4599445574,1,NA,0,3724349.4599445574,Toscana,163.7,4069,4087,6321753,86,35.05,0.29,108.99,310.49,22.47,11029,4646,4794,19.3,223546.4794520548
2020-02-07,UMB,0,0,NA,0,880738.3283434402,NA,880763.6147589,1,NA,0,880763.6147589,Umbria,106.3,110,112,1701476,86,31.8,0.79,147.86,302.12,21.46,2718,972.9764816556913,985.3537158984007,19.2,22350.029881278537
2020-02-07,VDA,0,0,NA,0,125484.10488439172,NA,125487.70759260548,1,NA,0,125487.70759260548,Valle d'Aosta/Vallée d'Aoste,38.8,3399.3788659793813,3433.7396907216494,755502,85,24.39,0.23587628865979385,92.05,309.19,32.26,462,3630.533505154639,3574.306701030928,14.6,8446.443561643835
2020-02-07,VEN,0,0,NA,0,4898753.02694056,NA,4898893.672465217,1,NA,0,4898893.672465217,Veneto,282.8,8947,8962,6826396,87,29.22,0.47,104.49,268.77,20.91,16812,20.558698727015557,21.099717114568598,14.7,168239.07013698627
2020-02-08,ABR,0,0,NA,0,1309676.1833833621,NA,1309719.1565284922,1,NA,0,1309719.1565284922,Abruzzo,121.5,324,332,1441899,84,37.83,0.76,154.49,257.63,14.5,4087,271.02716049382695,274.47489711934134,30.1,15631.306849315068
2020-02-08,BAS,0,0,NA,0,562051.970649758,NA,562070.4127205629,1,NA,0,562070.4127205629,Basilicata,56.4,980.196808510638,990.1046099290777,749956,78,46.68,0.52,122.72,236.18,8.39,1720,1046.8492907801415,1030.6365248226948,39.2,3488.38904109589
2020-02-08,BZ,0,0,NA,0,530406.9715436402,NA,530424.3752775213,1,NA,0,530424.3752775213,Provincia Autonoma di Bolzano/Bozen,71.8,163.69220055710326,165.34679665738182,2576564,85,14.16,1.72,76.93,232.12,19.9,1919,174.82311977715898,172.11559888579407,12.9,21227.34831050228
2020-02-08,CAL,0,0,NA,0,1944304.6528823473,NA,1944368.4494811445,1,NA,0,1944368.4494811445,Calabria,128.6,1597,1629,1486385,77,50.41,0.36,105.14,231.17,5.95,4150,4638,4697,44.5,20358.238356164384
2020-02-08,CAM,0,0,NA,0,5793270.586411646,NA,5793460.675428187,1,NA,0,5793460.675428187,Campania,426.4,4923,4980,3354019,79,49.38,0.55,119.54,243.34,5.58,15347,11754,11751,53.6,327977.06575342466
2020-02-08,EMR,0,0,NA,0,4453003.871091267,NA,4453149.983224974,1,NA,0,4453149.983224974,Emilia-Romagna,201.7,4464,4480,8355467,88,30.55,0.63,111.03,300.78,28.1,16316,261.21864154685153,259.8116013882001,14.2,128001.64383561644
2020-02-08,FVG,0,0,NA,0,1213456.0542026635,NA,1213495.8701692268,1,NA,0,1213495.8701692268,Friuli-Venezia Giulia,160.5,383,386,1237869,87,23.7,0.41,137.1,333.49,35.26,4268,7.970093457943944,8.254205607476655,13.6,21050.405479452056
2020-02-08,LAZ,0,0,NA,0,5870548.251389792,NA,5870737.87604404,0.9999994889912426,NA,3,5870740.87604404,Lazio,347.2,24368,24339,4606265,87,33.85,0.42,117.86,275.52,18.07,19483,1265,1272,27.5,475124.64657534246
2020-02-08,LIG,0,0,NA,0,1548389.1771768227,NA,1548439.982981855,1,NA,0,1548439.982981855,Liguria,287.3,731,729,2550375,84,39.28,0.7,139.59,350.21,27.23,5517,1292,1326,18.8,120390.4410958904
2020-02-08,LOM,0,0,NA,0,10045970.630053738,NA,10046300.258827126,1,NA,0,10046300.258827126,Lombardia,436,23215,23081,7661191,87,23.02,0.46,96.33,296.11,21.33,35870,258.8036697247713,258.7376146788997,15.7,614974.2219178082
2020-02-08,MAR,0,0,NA,0,1523057.0014069474,NA,1523106.9760116576,1,NA,0,1523106.9760116576,Marche,162.9,221,226,1872348,86,35.11,0.78,145.76,290.35,20.44,4943,533,552,17.6,29086.2301369863
2020-02-08,MOL,0,0,NA,0,305173.3833521959,NA,305183.3967129479,1,NA,0,305183.3967129479,Molise,69.1,0,0,127283,77,39.84,0.96,148.12,253.5,16.71,1130,0,0,27.1,4388.953424657534
2020-02-08,PIE,0,0,NA,0,4350082.483225102,NA,4350225.218298283,1,NA,0,4350225.218298283,Piemonte,173.6,2059,2048,3235861,83,31.53,0.61,103.65,321.48,25.15,15721,264.95046082949324,273.3905529953919,18.7,138878.52602739725
2020-02-08,PUG,0,0,NA,0,4023204.650642191,NA,4023336.660187401,1,NA,0,4023336.660187401,Puglia,209.3,3757,3802,3023423,77,41.12,0.57,97.19,247.29,8.4,11620,972,954,35.7,45527.43561643836
2020-02-08,SAR,0,0,NA,0,1637211.0608500515,NA,1637264.7810821356,1,NA,0,1637264.7810821356,Sardegna,69.1,4353,4397,1629624,84,28.15,0.91,81.36,291.31,12.87,5215,4649,4577,35,11232.11506849315
2020-02-08,SIC,0,0,NA,0,4992633.436170743,NA,4992797.254650421,1,NA,0,4992797.254650421,Sicilia,195.1,8819,8914,2686092,76,51.64,0.34,98.41,245.03,9.4,13820,7983,7940,51.6,32257.460273972603
2020-02-08,TN,0,0,NA,0,540312.5722230977,NA,540330.3009799281,1,NA,0,540330.3009799281,Provincia Autonoma di Trento,87.8,23.177676537585423,23.599088838268795,2705981,91,20.06,0.19,112.37,263.18,17.09,1918,990.1628701594535,974.8280182232348,20.6,10175.718429223743
2020-02-08,TOS,0,0,NA,0,3724227.2604569346,NA,3724349.4599445574,1,NA,0,3724349.4599445574,Toscana,163.7,4069,4087,6321753,86,35.05,0.29,108.99,310.49,22.47,11029,4646,4794,19.3,223546.4794520548
2020-02-08,UMB,0,0,NA,0,880734.7160576374,NA,880763.6147589,1,NA,0,880763.6147589,Umbria,106.3,110,112,1701476,86,31.8,0.79,147.86,302.12,21.46,2718,972.9764816556913,985.3537158984007,19.2,22498.04332420091
2020-02-08,VDA,0,0,NA,0,125483.5902202333,NA,125487.70759260548,1,NA,0,125487.70759260548,Valle d'Aosta/Vallée d'Aoste,38.8,3399.3788659793813,3433.7396907216494,755502,85,24.39,0.23587628865979385,92.05,309.19,32.26,462,3630.533505154639,3574.306701030928,14.6,8502.380273972602
2020-02-08,VEN,0,0,NA,0,4898732.935052378,NA,4898893.672465217,1,NA,0,4898893.672465217,Veneto,282.8,8947,8962,6826396,87,29.22,0.47,104.49,268.77,20.91,16812,20.558698727015557,21.099717114568598,14.7,169353.23616438353
2020-02-09,ABR,0,0,NA,0,1309670.8118393617,NA,1309719.1565284922,1,NA,0,1309719.1565284922,Abruzzo,121.5,324,332,1441899,84,37.83,0.76,154.49,257.63,14.5,4087,271.02716049382695,274.47489711934134,30.1,15631.306849315068
2020-02-09,BAS,0,0,NA,0,562049.6654334541,NA,562070.4127205629,1,NA,0,562070.4127205629,Basilicata,56.4,980.196808510638,990.1046099290777,749956,78,46.68,0.52,122.72,236.18,8.39,1720,1046.8492907801415,1030.6365248226948,39.2,3488.38904109589
2020-02-09,BZ,0,0,NA,0,530404.7961170563,NA,530424.3752775213,1,NA,0,530424.3752775213,Provincia Autonoma di Bolzano/Bozen,71.8,163.69220055710326,165.34679665738182,2576564,85,14.16,1.72,76.93,232.12,19.9,1919,174.82311977715898,172.11559888579407,12.9,21367.001917808215
2020-02-09,CAL,0,0,NA,0,1944296.6784546792,NA,1944368.4494811445,1,NA,0,1944368.4494811445,Calabria,128.6,1597,1629,1486385,77,50.41,0.36,105.14,231.17,5.95,4150,4638,4697,44.5,20358.238356164384
2020-02-09,CAM,0,0,NA,0,5793246.825723121,NA,5793460.675428187,1,NA,0,5793460.675428187,Campania,426.4,4923,4980,3354019,79,49.38,0.55,119.54,243.34,5.58,15347,11754,11751,53.6,327977.06575342466
2020-02-09,EMR,0,0,NA,0,4452985.607411641,NA,4453149.983224974,1,NA,0,4453149.983224974,Emilia-Romagna,201.7,4464,4480,8355467,88,30.55,0.63,111.03,300.78,28.1,16316,261.21864154685153,259.8116013882001,14.2,128001.64383561644
2020-02-09,FVG,0,0,NA,0,1213451.0772987,NA,1213495.8701692268,1,NA,0,1213495.8701692268,Friuli-Venezia Giulia,160.5,383,386,1237869,87,23.7,0.41,137.1,333.49,35.26,4268,7.970093457943944,8.254205607476655,13.6,21050.405479452056
2020-02-09,LAZ,0,0,NA,0,5870524.173752405,NA,5870737.87604404,0.9999994889912426,NA,3,5870740.87604404,Lazio,347.2,24368,24339,4606265,87,33.85,0.42,117.86,275.52,18.07,19483,1265,1272,27.5,475124.64657534246
2020-02-09,LIG,0,0,NA,0,1548382.8265684047,NA,1548439.982981855,1,NA,0,1548439.982981855,Liguria,287.3,731,729,2550375,84,39.28,0.7,139.59,350.21,27.23,5517,1292,1326,18.8,120390.4410958904
2020-02-09,LOM,0,0,NA,0,10045929.427217534,NA,10046300.258827126,1,NA,0,10046300.258827126,Lombardia,436,23215,23081,7661191,87,23.02,0.46,96.33,296.11,21.33,35870,258.8036697247713,258.7376146788997,15.7,614974.2219178082
2020-02-09,MAR,0,0,NA,0,1523050.754696652,NA,1523106.9760116576,1,NA,0,1523106.9760116576,Marche,162.9,221,226,1872348,86,35.11,0.78,145.76,290.35,20.44,4943,533,552,17.6,29086.2301369863
2020-02-09,MOL,0,0,NA,0,305172.13170520315,NA,305183.3967129479,1,NA,0,305183.3967129479,Molise,69.1,0,0,127283,77,39.84,0.96,148.12,253.5,16.71,1130,0,0,27.1,4388.953424657534
2020-02-09,PIE,0,0,NA,0,4350064.641670249,NA,4350225.218298283,1,NA,0,4350225.218298283,Piemonte,173.6,2059,2048,3235861,83,31.53,0.61,103.65,321.48,25.15,15721,264.95046082949324,273.3905529953919,18.7,138878.52602739725
2020-02-09,PUG,0,0,NA,0,4023188.1497535915,NA,4023336.660187401,1,NA,0,4023336.660187401,Puglia,209.3,3757,3802,3023423,77,41.12,0.57,97.19,247.29,8.4,11620,972,954,35.7,45527.43561643836
2020-02-09,SAR,0,0,NA,0,1637204.3459449757,NA,1637264.7810821356,1,NA,0,1637264.7810821356,Sardegna,69.1,4353,4397,1629624,84,28.15,0.91,81.36,291.31,12.87,5215,4649,4577,35,11232.11506849315
2020-02-09,SIC,0,0,NA,0,4992612.959238719,NA,4992797.254650421,1,NA,0,4992797.254650421,Sicilia,195.1,8819,8914,2686092,76,51.64,0.34,98.41,245.03,9.4,13820,7983,7940,51.6,32257.460273972603
2020-02-09,TN,0,0,NA,0,540310.3561693949,NA,540330.3009799281,1,NA,0,540330.3009799281,Provincia Autonoma di Trento,87.8,23.177676537585423,23.599088838268795,2705981,91,20.06,0.19,112.37,263.18,17.09,1918,990.1628701594535,974.8280182232348,20.6,10242.663945205479
2020-02-09,TOS,0,0,NA,0,3724211.985802901,NA,3724349.4599445574,1,NA,0,3724349.4599445574,Toscana,163.7,4069,4087,6321753,86,35.05,0.29,108.99,310.49,22.47,11029,4646,4794,19.3,223546.4794520548
